ID,ten,quoc_gia,kinh_do,vi_do,thoi_gian,nhiet_do,do_am,ap_suat,huong_gio,toc_do_gio
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:59:14 2022,30.06,70,1008,40,3.6
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 12:59:23 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:59:24 2022,31.0,47,1006,176,4.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 12:59:33 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 12:59:34 2022,31.99,62,1007,70,3.09
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 12:59:43 2022,7.94,94,1021,220,2.06
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 12:59:44 2022,31.0,47,1006,176,4.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 12:59:53 2022,12.06,89,1019,30,7.2
1580240,hue,VN,107.6,16.4667,Thu Apr 14 12:59:54 2022,30.06,70,1008,40,3.6
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 13:00:03 2022,7.94,94,1021,220,2.06
1580240,hue,VN,107.6,16.4667,Thu Apr 14 13:00:04 2022,30.06,70,1008,40,3.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 13:00:13 2022,12.06,89,1019,30,7.2
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 13:00:14 2022,31.99,62,1007,70,3.09
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 13:00:23 2022,12.06,89,1019,30,7.2
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 13:00:24 2022,31.99,62,1007,70,3.09
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 13:00:33 2022,14.67,49,1017,100,5.66
1583992,danang,VN,108.2208,16.0678,Thu Apr 14 13:00:34 2022,31.99,62,1007,70,3.09
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 13:00:43 2022,32.17,66,1006,200,5.14
1580240,hue,VN,107.6,16.4667,Thu Apr 14 13:00:44 2022,30.06,70,1008,40,3.6
1850144,tokyo,JP,139.6917,35.6895,Thu Apr 14 13:00:53 2022,12.06,89,1019,30,7.2
1581298,haiphong,VN,106.6822,20.8561,Thu Apr 14 13:00:54 2022,28.95,61,1008,140,5.14
2088122,pari,PG,147.2167,-9.5165,Thu Apr 14 13:01:03 2022,32.17,66,1006,200,5.14
1581130,hanoi,VN,105.8412,21.0245,Thu Apr 14 13:01:04 2022,31.0,47,1006,176,4.6
2643743,london,GB,-0.1257,51.5085,Thu Apr 14 13:01:13 2022,7.94,94,1021,220,2.06
1580240,hue,VN,107.6,16.4667,Thu Apr 14 13:01:14 2022,30.06,70,1008,40,3.6
1835848,seoul,KR,126.9778,37.5683,Thu Apr 14 13:01:23 2022,14.67,49,1017,100,5.66
1580240,hue,VN,107.6,16.4667,Thu Apr 14 13:01:24 2022,30.06,70,1008,40,3.6
